atraso_15|MES-I|DIA-I|Hour-I|WEEKOFYEAR-I|DOW-I|OPERA|SIGLADES|TIPOVUELO|estacion-I|periodo_dia
1|7|9|11|27|7|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|10|11|28|1|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|11|11|28|2|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|12|11|28|3|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|13|23|28|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|14|11|28|5|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|15|11|28|6|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|16|11|28|7|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|17|11|29|1|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|18|11|29|2|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|19|11|29|3|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|20|11|29|4|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|21|11|29|5|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|22|11|29|6|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|23|11|29|7|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|24|11|30|1|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|25|11|30|2|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|27|11|30|4|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|28|11|30|5|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|29|11|30|6|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|30|11|30|7|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|31|11|31|1|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|1|2|26|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|2|2|26|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|3|2|27|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|4|2|27|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|5|2|27|3|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|6|2|27|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|7|2|27|5|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|9|2|27|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|10|2|28|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|11|2|28|2|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|14|2|28|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|15|2|28|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|16|2|28|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|17|2|29|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|18|2|29|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|19|2|29|3|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|20|2|29|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|21|2|29|5|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|22|2|29|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|23|2|29|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|24|2|30|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|25|2|30|2|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|26|2|30|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|27|2|30|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|28|2|30|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|29|2|30|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|30|2|30|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|31|2|31|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|2|5|26|7|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|3|5|27|1|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|4|5|27|2|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|5|5|27|3|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|6|5|27|4|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|7|5|27|5|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|8|5|27|6|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|9|5|27|7|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|10|5|28|1|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|11|5|28|2|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|12|5|28|3|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|13|5|28|4|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|14|5|28|5|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|15|5|28|6|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|16|5|28|7|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|17|5|29|1|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|18|5|29|2|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|19|5|29|3|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|20|5|29|4|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|21|5|29|5|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|22|5|29|6|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|23|5|29|7|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|24|5|30|1|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|25|5|30|2|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|26|5|30|3|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|27|5|30|4|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|28|5|30|5|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|29|5|30|6|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|30|5|30|7|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|31|5|31|1|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|1|0|26|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|2|0|26|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|3|0|27|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|4|0|27|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|5|0|27|3|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|6|0|27|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|7|0|27|5|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|8|0|27|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|9|0|27|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|10|0|28|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|11|0|28|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|12|0|28|3|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|13|0|28|4|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|14|0|28|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|15|0|28|6|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|16|0|28|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|17|0|29|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|18|0|29|2|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|19|0|29|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|20|0|29|4|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|21|0|29|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|22|0|29|6|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|23|0|29|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|24|0|30|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|25|0|30|2|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|26|0|30|3|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|27|0|30|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|28|0|30|5|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|29|0|30|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|30|0|30|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|31|0|31|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|1|0|26|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|2|0|26|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|3|0|27|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|4|0|27|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|5|0|27|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|6|0|27|4|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|7|0|27|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|8|0|27|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|9|0|27|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|10|0|28|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|11|0|28|2|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|12|0|28|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|13|0|28|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|14|0|28|5|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|15|0|28|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|16|0|28|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|17|0|29|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|18|0|29|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|19|0|29|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|20|0|29|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|21|0|29|5|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|22|0|29|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|23|0|29|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|24|0|30|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|25|0|30|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|26|0|30|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|27|0|30|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|28|0|30|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|29|0|30|6|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|30|0|30|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|31|0|31|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|1|19|26|6|Delta Air|Atlanta|I|invierno|noche
0|7|2|19|26|7|Delta Air|Atlanta|I|invierno|noche
0|7|3|19|27|1|Delta Air|Atlanta|I|invierno|noche
1|7|4|19|27|2|Delta Air|Atlanta|I|invierno|noche
0|7|5|19|27|3|Delta Air|Atlanta|I|invierno|noche
0|7|6|19|27|4|Delta Air|Atlanta|I|invierno|noche
0|7|7|19|27|5|Delta Air|Atlanta|I|invierno|noche
1|7|8|19|27|6|Delta Air|Atlanta|I|invierno|noche
1|7|9|19|27|7|Delta Air|Atlanta|I|invierno|noche
1|7|10|19|28|1|Delta Air|Atlanta|I|invierno|noche
1|7|11|19|28|2|Delta Air|Atlanta|I|invierno|noche
0|7|12|19|28|3|Delta Air|Atlanta|I|invierno|noche
0|7|13|19|28|4|Delta Air|Atlanta|I|invierno|noche
1|7|14|19|28|5|Delta Air|Atlanta|I|invierno|noche
0|7|16|14|28|7|Delta Air|Atlanta|I|invierno|tarde
1|7|16|19|28|7|Delta Air|Atlanta|I|invierno|noche
0|7|17|19|29|1|Delta Air|Atlanta|I|invierno|noche
0|7|18|19|29|2|Delta Air|Atlanta|I|invierno|noche
1|7|19|19|29|3|Delta Air|Atlanta|I|invierno|noche
1|7|20|19|29|4|Delta Air|Atlanta|I|invierno|noche
0|7|21|19|29|5|Delta Air|Atlanta|I|invierno|noche
1|7|23|19|29|7|Delta Air|Atlanta|I|invierno|noche
1|7|24|19|30|1|Delta Air|Atlanta|I|invierno|noche
0|7|25|19|30|2|Delta Air|Atlanta|I|invierno|noche
1|7|27|13|30|4|Delta Air|Atlanta|I|invierno|tarde
1|7|28|19|30|5|Delta Air|Atlanta|I|invierno|noche
1|7|29|19|30|6|Delta Air|Atlanta|I|invierno|noche
1|7|30|19|30|7|Delta Air|Atlanta|I|invierno|noche
1|7|31|19|31|1|Delta Air|Atlanta|I|invierno|noche
1|7|1|6|26|6|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|2|6|26|7|Gol Trans|Sao Paulo|I|invierno|mañana
0|7|3|6|27|1|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|5|6|27|3|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|6|6|27|4|Gol Trans|Sao Paulo|I|invierno|mañana
0|7|7|6|27|5|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|8|6|27|6|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|9|6|27|7|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|10|6|28|1|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|13|6|28|4|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|14|6|28|5|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|15|6|28|6|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|16|6|28|7|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|17|6|29|1|Gol Trans|Sao Paulo|I|invierno|mañana
0|7|18|6|29|2|Gol Trans|Sao Paulo|I|invierno|mañana
0|7|19|6|29|3|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|20|6|29|4|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|21|6|29|5|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|22|6|29|6|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|23|6|29|7|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|24|6|30|1|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|25|6|30|2|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|26|6|30|3|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|28|6|30|5|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|30|6|30|7|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|31|6|31|1|Gol Trans|Sao Paulo|I|invierno|mañana
1|7|1|14|26|6|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|2|14|26|7|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|3|14|27|1|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|4|14|27|2|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|5|14|27|3|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|6|14|27|4|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|7|14|27|5|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|8|14|27|6|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|9|14|27|7|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|10|14|28|1|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|11|14|28|2|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|12|14|28|3|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|13|14|28|4|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|14|14|28|5|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|15|14|28|6|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|16|14|28|7|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|17|14|29|1|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|18|14|29|2|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|19|14|29|3|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|20|14|29|4|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|21|14|29|5|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|22|14|29|6|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|23|14|29|7|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|24|14|30|1|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|25|14|30|2|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|26|14|30|3|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|27|14|30|4|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|28|14|30|5|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|29|14|30|6|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|30|14|30|7|Gol Trans|Sao Paulo|I|invierno|tarde
1|7|31|14|31|1|Gol Trans|Sao Paulo|I|invierno|tarde
0|7|2|1|26|7|Gol Trans|Sao Paulo|I|invierno|noche
1|7|9|1|27|7|Gol Trans|Sao Paulo|I|invierno|noche
0|7|16|1|28|7|Gol Trans|Sao Paulo|I|invierno|noche
1|7|23|1|29|7|Gol Trans|Sao Paulo|I|invierno|noche
0|7|30|1|30|7|Gol Trans|Sao Paulo|I|invierno|noche
1|7|4|2|27|2|Gol Trans|Rio de Janeiro|I|invierno|noche
0|7|7|2|27|5|Gol Trans|Rio de Janeiro|I|invierno|noche
0|7|8|2|27|6|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|11|2|28|2|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|14|2|28|5|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|15|2|28|6|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|18|2|29|2|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|21|2|29|5|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|22|2|29|6|Gol Trans|Rio de Janeiro|I|invierno|noche
0|7|25|2|30|2|Gol Trans|Rio de Janeiro|I|invierno|noche
0|7|28|2|30|5|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|29|2|30|6|Gol Trans|Rio de Janeiro|I|invierno|noche
0|7|10|0|28|1|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|17|0|29|1|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|24|0|30|1|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|31|0|31|1|Gol Trans|Rio de Janeiro|I|invierno|noche
1|7|4|1|27|2|Gol Trans|Rio de Janeiro|I|invierno|noche
0|7|7|1|27|5|Gol Trans|Sao Paulo|I|invierno|noche
0|7|11|1|28|2|Gol Trans|Sao Paulo|I|invierno|noche
1|7|12|1|28|3|Gol Trans|Sao Paulo|I|invierno|noche
0|7|14|1|28|5|Gol Trans|Sao Paulo|I|invierno|noche
0|7|18|1|29|2|Gol Trans|Sao Paulo|I|invierno|noche
1|7|19|1|29|3|Gol Trans|Sao Paulo|I|invierno|noche
1|7|21|1|29|5|Gol Trans|Sao Paulo|I|invierno|noche
0|7|25|1|30|2|Gol Trans|Sao Paulo|I|invierno|noche
1|7|28|1|30|5|Gol Trans|Sao Paulo|I|invierno|noche
1|7|1|2|26|6|Gol Trans|Sao Paulo|I|invierno|noche
1|7|3|2|27|1|Gol Trans|Sao Paulo|I|invierno|noche
0|7|8|2|27|6|Gol Trans|Sao Paulo|I|invierno|noche
1|7|10|2|28|1|Gol Trans|Sao Paulo|I|invierno|noche
0|7|13|2|28|4|Gol Trans|Sao Paulo|I|invierno|noche
0|7|15|2|28|6|Gol Trans|Sao Paulo|I|invierno|noche
1|7|17|2|29|1|Gol Trans|Sao Paulo|I|invierno|noche
1|7|20|2|29|4|Gol Trans|Sao Paulo|I|invierno|noche
1|7|22|2|29|6|Gol Trans|Sao Paulo|I|invierno|noche
1|7|24|2|30|1|Gol Trans|Sao Paulo|I|invierno|noche
1|7|29|2|30|6|Gol Trans|Sao Paulo|I|invierno|noche
0|7|1|11|26|6|Iberia|Madrid|I|invierno|mañana
0|7|2|11|26|7|Iberia|Madrid|I|invierno|mañana
1|7|3|11|27|1|Iberia|Madrid|I|invierno|mañana
0|7|4|11|27|2|Iberia|Madrid|I|invierno|mañana
0|7|5|11|27|3|Iberia|Madrid|I|invierno|mañana
0|7|6|11|27|4|Iberia|Madrid|I|invierno|mañana
0|7|7|11|27|5|Iberia|Madrid|I|invierno|mañana
1|7|8|11|27|6|Iberia|Madrid|I|invierno|mañana
0|7|9|11|27|7|Iberia|Madrid|I|invierno|mañana
1|7|10|11|28|1|Iberia|Madrid|I|invierno|mañana
0|7|11|11|28|2|Iberia|Madrid|I|invierno|mañana
1|7|12|11|28|3|Iberia|Madrid|I|invierno|mañana
0|7|13|11|28|4|Iberia|Madrid|I|invierno|mañana
1|7|14|11|28|5|Iberia|Madrid|I|invierno|mañana
1|7|15|11|28|6|Iberia|Madrid|I|invierno|mañana
1|7|16|11|28|7|Iberia|Madrid|I|invierno|mañana
1|7|17|11|29|1|Iberia|Madrid|I|invierno|mañana
1|7|18|11|29|2|Iberia|Madrid|I|invierno|mañana
0|7|19|11|29|3|Iberia|Madrid|I|invierno|mañana
1|7|20|11|29|4|Iberia|Madrid|I|invierno|mañana
0|7|21|11|29|5|Iberia|Madrid|I|invierno|mañana
0|7|22|11|29|6|Iberia|Madrid|I|invierno|mañana
0|7|23|11|29|7|Iberia|Madrid|I|invierno|mañana
0|7|24|11|30|1|Iberia|Madrid|I|invierno|mañana
1|7|25|11|30|2|Iberia|Madrid|I|invierno|mañana
0|7|26|11|30|3|Iberia|Madrid|I|invierno|mañana
0|7|27|11|30|4|Iberia|Madrid|I|invierno|mañana
0|7|28|11|30|5|Iberia|Madrid|I|invierno|mañana
0|7|29|11|30|6|Iberia|Madrid|I|invierno|mañana
1|7|30|11|30|7|Iberia|Madrid|I|invierno|mañana
1|7|31|11|31|1|Iberia|Madrid|I|invierno|mañana
1|7|1|10|26|6|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|3|10|27|1|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|4|10|27|2|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|5|10|27|3|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|8|10|27|6|K.L.M.|Buenos Aires|I|invierno|mañana
0|7|10|10|28|1|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|11|10|28|2|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|12|10|28|3|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|13|10|28|4|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|15|10|28|6|K.L.M.|Buenos Aires|I|invierno|mañana
0|7|17|10|29|1|K.L.M.|Buenos Aires|I|invierno|mañana
0|7|18|10|29|2|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|19|10|29|3|K.L.M.|Buenos Aires|I|invierno|mañana
0|7|20|10|29|4|K.L.M.|Buenos Aires|I|invierno|mañana
0|7|22|10|29|6|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|24|10|30|1|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|25|10|30|2|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|26|10|30|3|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|27|10|30|4|K.L.M.|Buenos Aires|I|invierno|mañana
0|7|29|10|30|6|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|31|10|31|1|K.L.M.|Buenos Aires|I|invierno|mañana
1|7|1|6|26|6|Avianca|Lima|I|invierno|mañana
1|7|2|6|26|7|Avianca|Lima|I|invierno|mañana
0|7|3|6|27|1|Avianca|Lima|I|invierno|mañana
1|7|4|6|27|2|Avianca|Lima|I|invierno|mañana
0|7|5|6|27|3|Avianca|Lima|I|invierno|mañana
1|7|6|6|27|4|Avianca|Lima|I|invierno|mañana
1|7|7|6|27|5|Avianca|Lima|I|invierno|mañana
1|7|8|6|27|6|Avianca|Lima|I|invierno|mañana
0|7|9|6|27|7|Avianca|Lima|I|invierno|mañana
0|7|10|6|28|1|Avianca|Lima|I|invierno|mañana
1|7|11|6|28|2|Avianca|Lima|I|invierno|mañana
1|7|12|6|28|3|Avianca|Lima|I|invierno|mañana
1|7|13|6|28|4|Avianca|Lima|I|invierno|mañana
1|7|14|6|28|5|Avianca|Lima|I|invierno|mañana
0|7|16|6|28|7|Avianca|Lima|I|invierno|mañana
1|7|17|6|29|1|Avianca|Lima|I|invierno|mañana
0|7|18|6|29|2|Avianca|Lima|I|invierno|mañana
0|7|19|6|29|3|Avianca|Lima|I|invierno|mañana
1|7|20|6|29|4|Avianca|Lima|I|invierno|mañana
0|7|21|6|29|5|Avianca|Lima|I|invierno|mañana
0|7|22|6|29|6|Avianca|Lima|I|invierno|mañana
1|7|23|6|29|7|Avianca|Lima|I|invierno|mañana
1|7|24|6|30|1|Avianca|Lima|I|invierno|mañana
0|7|25|6|30|2|Avianca|Lima|I|invierno|mañana
1|7|26|6|30|3|Avianca|Lima|I|invierno|mañana
1|7|27|6|30|4|Avianca|Lima|I|invierno|mañana
1|7|28|6|30|5|Avianca|Lima|I|invierno|mañana
1|7|29|6|30|6|Avianca|Lima|I|invierno|mañana
1|7|30|6|30|7|Avianca|Lima|I|invierno|mañana
1|7|31|6|31|1|Avianca|Lima|I|invierno|mañana
1|7|2|13|26|7|Qantas Airways|Sydney|I|invierno|tarde
1|7|4|13|27|2|Qantas Airways|Sydney|I|invierno|tarde
0|7|5|13|27|3|Qantas Airways|Sydney|I|invierno|tarde
1|7|7|13|27|5|Qantas Airways|Sydney|I|invierno|tarde
0|7|9|13|27|7|Qantas Airways|Sydney|I|invierno|tarde
1|7|11|13|28|2|Qantas Airways|Sydney|I|invierno|tarde
1|7|12|13|28|3|Qantas Airways|Sydney|I|invierno|tarde
0|7|14|13|28|5|Qantas Airways|Sydney|I|invierno|tarde
1|7|17|13|29|1|Qantas Airways|Sydney|I|invierno|tarde
1|7|21|13|29|5|Qantas Airways|Sydney|I|invierno|tarde
0|7|23|13|29|7|Qantas Airways|Sydney|I|invierno|tarde
1|7|25|13|30|2|Qantas Airways|Sydney|I|invierno|tarde
1|7|26|13|30|3|Qantas Airways|Sydney|I|invierno|tarde
1|7|28|13|30|5|Qantas Airways|Sydney|I|invierno|tarde
1|7|30|13|30|7|Qantas Airways|Sydney|I|invierno|tarde
1|7|1|20|26|6|United Airlines|Houston|I|invierno|noche
1|7|2|20|26|7|United Airlines|Houston|I|invierno|noche
0|7|3|20|27|1|United Airlines|Houston|I|invierno|noche
1|7|4|20|27|2|United Airlines|Houston|I|invierno|noche
1|7|5|20|27|3|United Airlines|Houston|I|invierno|noche
1|7|6|20|27|4|United Airlines|Houston|I|invierno|noche
0|7|7|20|27|5|United Airlines|Houston|I|invierno|noche
1|7|8|20|27|6|United Airlines|Houston|I|invierno|noche
1|7|9|20|27|7|United Airlines|Houston|I|invierno|noche
0|7|10|20|28|1|United Airlines|Houston|I|invierno|noche
1|7|11|20|28|2|United Airlines|Houston|I|invierno|noche
1|7|12|20|28|3|United Airlines|Houston|I|invierno|noche
0|7|13|20|28|4|United Airlines|Houston|I|invierno|noche
1|7|14|20|28|5|United Airlines|Houston|I|invierno|noche
1|7|16|13|28|7|United Airlines|Houston|I|invierno|tarde
0|7|16|20|28|7|United Airlines|Houston|I|invierno|noche
0|7|17|20|29|1|United Airlines|Houston|I|invierno|noche
0|7|18|20|29|2|United Airlines|Houston|I|invierno|noche
1|7|19|20|29|3|United Airlines|Houston|I|invierno|noche
0|7|20|20|29|4|United Airlines|Houston|I|invierno|noche
1|7|21|20|29|5|United Airlines|Houston|I|invierno|noche
1|7|22|20|29|6|United Airlines|Houston|I|invierno|noche
1|7|23|20|29|7|United Airlines|Houston|I|invierno|noche
1|7|24|20|30|1|United Airlines|Houston|I|invierno|noche
1|7|25|20|30|2|United Airlines|Houston|I|invierno|noche
